category,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,amenities_count
housing/rent/apartment,1.0,2,Thumbnail,,1595,548,60,10,33.7848,-84.3922,6
housing/rent/apartment,1.0,0,Thumbnail,,1309,548,634,43,29.7714,-95.4343,3
housing/rent/apartment,1.0,3,Thumbnail,,1230,548,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,0,Thumbnail,,1189,548,634,43,29.7714,-95.4343,3
housing/rent/apartment,1.0,1,Thumbnail,,1065,548,1100,3,33.5178,-112.0848,0
housing/rent/apartment,1.0,1,Thumbnail,,935,548,34,0,61.1723,-149.8414,0
housing/rent/apartment,1.0,2,Thumbnail,,2659,549,207,19,42.3739,-71.1155,8
housing/rent/apartment,1.0,1,Thumbnail,,1617,549,1172,47,47.6829,-122.1209,4
housing/rent/apartment,1.0,1,Thumbnail,,903,549,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,2,Thumbnail,,840,549,1432,14,40.1171,-88.1889,2
housing/rent/apartment,1.0,1,Thumbnail,,828,549,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,2175,550,1468,7,38.9118,-77.0132,7
housing/rent/apartment,1.0,1,Thumbnail,,2075,550,604,4,33.866,-118.3958,0
housing/rent/apartment,1.0,1,Thumbnail,,1899,550,596,4,37.6541,-122.0735,0
housing/rent/apartment,1.0,1,Thumbnail,,1895,550,1173,4,33.852,-118.3759,0
housing/rent/apartment,1.0,0,Thumbnail,,1820,550,1468,7,38.9348,-77.059,0
housing/rent/apartment,1.0,1,Thumbnail,,1700,550,1285,47,47.616,-122.3275,0
housing/rent/apartment,1.0,0,Thumbnail,,1649,550,69,43,39.8163,-98.5576,3
housing/rent/apartment,1.0,1,Thumbnail,,1599,550,1386,9,28.0076,-82.4792,3
housing/rent/apartment,1.0,1,Thumbnail,,1500,550,369,5,39.736,-104.9819,0
housing/rent/apartment,1.0,1,Thumbnail,,1485,550,33,4,33.8323,-117.9079,0
housing/rent/apartment,1.0,2,Thumbnail,,1420,550,905,23,44.9855,-93.3023,4
housing/rent/apartment,1.0,2,Thumbnail,,1400,550,905,23,44.9855,-93.3023,4
housing/rent/apartment,1.0,1,Thumbnail,,1385,550,1246,4,32.7876,-117.1265,1
housing/rent/apartment,1.0,1,No,,1385,550,1468,7,38.9403,-77.0888,3
housing/rent/apartment,1.0,0,Thumbnail,,1332,550,120,20,39.0004,-77.1051,1
housing/rent/apartment,1.0,1,Thumbnail,,1320,550,448,14,42.0454,-87.6964,6
housing/rent/apartment,1.0,2,Thumbnail,,1200,550,859,19,42.4194,-71.111,0
housing/rent/apartment,1.0,2,Thumbnail,,1200,550,859,19,42.4194,-71.111,0
housing/rent/apartment,1.0,1,Thumbnail,,1195,550,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,1165,550,351,43,32.8212,-96.7853,9
housing/rent/apartment,1.0,1,Thumbnail,,1100,550,1177,33,39.5197,-119.8342,0
housing/rent/apartment,1.0,1,Thumbnail,,1100,550,351,43,32.8472,-96.827,13
housing/rent/apartment,1.0,1,Thumbnail,,1055,550,1238,9,27.7873,-82.6772,1
housing/rent/apartment,1.0,2,Thumbnail,,1020,550,681,24,39.0744,-94.5521,6
housing/rent/apartment,1.0,1,Thumbnail,,995,550,369,5,39.736,-104.9819,0
housing/rent/apartment,1.0,1,Thumbnail,,995,550,60,10,33.7848,-84.3922,0
housing/rent/apartment,1.0,1,Thumbnail,,985,550,1386,9,28.0076,-82.4792,8
housing/rent/apartment,1.0,1,Thumbnail,,979,550,1287,38,39.9173,-75.3005,0
housing/rent/apartment,1.0,1,Thumbnail,,975,550,1491,48,43.0042,-88.0184,8
housing/rent/apartment,1.0,1,Thumbnail,,955,550,810,48,43.0724,-89.4003,2
housing/rent/apartment,1.0,1,Thumbnail,,950,550,369,5,39.7333,-104.914,2
housing/rent/apartment,1.0,1,Thumbnail,,945,550,69,43,30.3054,-97.7497,5
housing/rent/apartment,1.0,1,Thumbnail,,925,550,1524,14,41.8608,-88.1128,0
housing/rent/apartment,1.0,1,Thumbnail,,916,550,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Thumbnail,,910,550,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Thumbnail,,899,550,279,35,39.1679,-84.4933,3
housing/rent/apartment,1.0,1,Thumbnail,,890,550,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,0,Thumbnail,,889,550,138,15,39.1471,-86.5136,0
housing/rent/apartment,1.0,1,Thumbnail,,865,550,351,43,32.9012,-96.7916,5
housing/rent/apartment,1.0,1,Thumbnail,,850,550,138,15,39.1471,-86.5136,6
housing/rent/apartment,1.0,1,Thumbnail,,845,550,905,23,44.9855,-93.3023,4
housing/rent/apartment,1.0,1,Thumbnail,,837,550,1386,9,28.0076,-82.4792,13
housing/rent/apartment,1.0,1,Thumbnail,,835,550,351,43,32.9012,-96.7916,1
housing/rent/apartment,1.0,1,Thumbnail,,834,550,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,830,550,34,0,61.1723,-149.8414,0
housing/rent/apartment,1.0,1,Thumbnail,,829,550,1570,22,42.2368,-83.6103,4
housing/rent/apartment,1.0,1,Thumbnail,,825,550,520,43,30.6505,-97.6809,0
housing/rent/apartment,1.0,1,Thumbnail,,825,550,351,43,32.9012,-96.7916,1
housing/rent/apartment,1.0,1,Thumbnail,,800,550,1041,29,41.2562,-96.0404,7
housing/rent/apartment,1.0,2,No,,795,550,588,6,41.7566,-72.689,4
housing/rent/apartment,1.0,1,Thumbnail,,784,550,76,20,39.3191,-76.6126,0
housing/rent/apartment,1.0,1,Thumbnail,,779,550,138,15,39.1471,-86.5136,0
housing/rent/apartment,1.0,1,Thumbnail,,775,550,903,48,43.0531,-87.9659,3
housing/rent/apartment,1.0,2,Thumbnail,,750,550,721,15,40.3613,-86.9005,7
housing/rent/apartment,1.0,1,Thumbnail,,720,550,404,22,42.7242,-84.477,4
housing/rent/apartment,1.0,1,Yes,,695,550,415,36,35.6982,-97.4325,6
housing/rent/apartment,1.0,1,Thumbnail,,665,550,681,16,39.1103,-94.702,10
housing/rent/apartment,1.0,0,Thumbnail,,650,550,1339,47,47.6794,-117.4018,1
housing/rent/apartment,1.0,1,Thumbnail,,635,550,1503,15,40.4969,-86.9659,2
housing/rent/apartment,1.0,1,Thumbnail,,635,550,634,43,29.7714,-95.4343,6
housing/rent/apartment,1.0,2,Thumbnail,,630,550,1142,16,38.9954,-94.6422,2
housing/rent/apartment,1.0,1,Thumbnail,,625,550,1037,12,42.0393,-94.0292,0
housing/rent/apartment,1.0,2,Thumbnail,,610,550,1041,29,41.2562,-96.0404,7
housing/rent/apartment,1.0,2,Thumbnail,,600,550,1406,35,41.6675,-83.5837,4
housing/rent/apartment,1.0,1,Thumbnail,,600,550,1345,2,34.678,-92.7603,3
housing/rent/apartment,1.0,1,No,,584,550,766,35,40.7228,-84.0782,1
housing/rent/apartment,1.0,1,Thumbnail,,580,550,1346,24,37.1892,-93.2908,6
housing/rent/apartment,1.0,1,Thumbnail,,550,550,26,43,35.1872,-101.8587,0
housing/rent/apartment,1.0,1,Yes,,550,550,1136,35,38.7835,-82.9413,0
housing/rent/apartment,1.0,2,Thumbnail,,545,550,907,28,48.2469,-101.3017,0
housing/rent/apartment,1.0,1,Thumbnail,,545,550,907,28,48.2469,-101.3017,0
housing/rent/apartment,1.0,1,Thumbnail,,525,550,546,28,47.9179,-97.0658,0
housing/rent/apartment,1.0,1,Thumbnail,,525,550,907,28,48.2469,-101.3017,0
housing/rent/apartment,1.0,1,Thumbnail,,515,550,907,28,48.2469,-101.3017,0
housing/rent/apartment,1.0,1,Thumbnail,,510,550,1441,2,35.4441,-94.3428,0
housing/rent/apartment,1.0,1,Thumbnail,,500,550,1421,36,36.116,-95.9281,0
housing/rent/apartment,1.0,1,Thumbnail,,480,550,907,28,48.2469,-101.3017,0
housing/rent/apartment,1.0,2,Thumbnail,,1855,551,1285,47,47.616,-122.3275,0
housing/rent/apartment,1.0,1,Yes,,1250,551,572,31,40.8876,-74.0499,2
housing/rent/apartment,1.0,1,Thumbnail,,1085,551,351,43,32.8212,-96.7853,0
housing/rent/apartment,1.0,3,Thumbnail,,980,551,744,16,38.9571,-95.2657,0
housing/rent/apartment,1.0,2,Thumbnail,,900,551,1197,23,44.0346,-92.468,9
housing/rent/apartment,1.0,2,Thumbnail,,1665,552,103,47,47.6156,-122.2109,2
housing/rent/apartment,1.0,1,Thumbnail,,1595,552,1271,34,43.0791,-73.7766,0
housing/rent/apartment,1.0,2,Thumbnail,,1250,552,1243,43,29.4624,-98.5253,0
housing/rent/apartment,1.0,2,Thumbnail,,1195,552,1186,45,37.53,-77.477,8
housing/rent/apartment,1.0,1,Thumbnail,,1030,552,647,15,39.7953,-86.1387,7
housing/rent/apartment,1.0,1,Thumbnail,,995,553,1234,24,38.6274,-90.304,5
housing/rent/apartment,1.0,1,Thumbnail,,970,553,83,18,30.3961,-91.1152,10
housing/rent/apartment,1.0,2,Thumbnail,,1392,554,60,10,33.7848,-84.3922,0
housing/rent/apartment,1.0,3,Thumbnail,,1050,554,1114,43,33.0476,-96.7467,0
housing/rent/apartment,1.0,1,Thumbnail,,860,554,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,750,554,634,43,29.7714,-95.4343,7
housing/rent/apartment,1.0,1,Thumbnail,,1350,555,1135,37,45.5091,-122.6449,8
housing/rent/apartment,1.0,1,Thumbnail,,840,555,304,5,38.8562,-104.772,5
housing/rent/apartment,1.0,1,Thumbnail,,780,555,250,14,40.1145,-88.2723,2
housing/rent/apartment,1.0,1,Thumbnail,,2600,556,323,4,32.6596,-117.1595,0
housing/rent/apartment,1.0,1,Thumbnail,,1250,556,903,48,43.0531,-87.9659,7
housing/rent/apartment,1.0,1,Thumbnail,,1107,556,69,43,30.3054,-97.7497,4
housing/rent/apartment,1.0,1,Thumbnail,,910,556,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,3,Thumbnail,,1747,557,60,10,33.7848,-84.3922,7
housing/rent/apartment,1.0,1,Thumbnail,,1350,557,1099,38,40.0054,-75.1415,0
housing/rent/apartment,1.0,1,Thumbnail,,845,557,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,2,Thumbnail,,2180,558,969,31,40.4841,-74.4526,0
housing/rent/apartment,1.0,1,Thumbnail,,1125,558,69,43,30.3054,-97.7497,2
housing/rent/apartment,1.0,1,Thumbnail,,1047,558,1243,43,29.4624,-98.5253,0
housing/rent/apartment,1.0,1,Thumbnail,,960,558,1243,43,29.4624,-98.5253,4
housing/rent/apartment,1.0,1,Thumbnail,,840,558,351,43,32.9012,-96.7916,7
housing/rent/apartment,1.0,3,Thumbnail,,764,558,1359,10,33.7866,-84.1802,11
housing/rent/apartment,1.0,1,Thumbnail,,730,558,1421,36,36.116,-95.9281,5
housing/rent/apartment,1.0,2,Thumbnail,,2388,559,1463,4,37.9003,-122.0495,11
housing/rent/apartment,1.0,1,Yes,,1650,559,1084,4,34.1683,-118.1209,3
housing/rent/apartment,1.0,1,Thumbnail,,1450,559,1135,37,45.5091,-122.6449,0
housing/rent/apartment,1.0,1,Thumbnail,,1290,559,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,1290,559,69,43,30.3054,-97.7497,6
housing/rent/apartment,1.0,3,Thumbnail,,1216,559,1241,44,40.7061,-111.9048,8
housing/rent/apartment,1.0,1,Thumbnail,,1199,559,878,30,42.8631,-71.5151,1
housing/rent/apartment,1.0,1,Thumbnail,,2045,560,793,4,34.0372,-118.2972,0
housing/rent/apartment,1.0,1,Thumbnail,,1565,560,69,43,30.3054,-97.7497,7
housing/rent/apartment,1.0,2,Thumbnail,,1387,560,905,23,44.9855,-93.3023,10
housing/rent/apartment,1.0,2,Thumbnail,,1233,560,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,1160,560,643,20,38.9633,-76.9375,6
housing/rent/apartment,1.0,1,Thumbnail,,1150,560,416,47,47.8056,-122.3716,0
housing/rent/apartment,1.0,1,Thumbnail,,1009,560,507,9,29.6533,-82.3656,7
housing/rent/apartment,1.0,1,Thumbnail,,1000,560,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Thumbnail,,975,560,141,13,43.662,-116.3456,0
housing/rent/apartment,1.0,1,Thumbnail,,947,560,12,34,42.6742,-73.7936,0
housing/rent/apartment,1.0,1,Yes,,935,560,976,6,41.3498,-72.1062,5
housing/rent/apartment,1.0,1,Yes,,925,560,976,6,41.3498,-72.1062,5
housing/rent/apartment,1.0,1,Thumbnail,,900,560,1100,3,33.5178,-112.0848,0
housing/rent/apartment,1.0,1,Thumbnail,,894,560,1128,9,29.108,-80.9792,4
housing/rent/apartment,1.0,1,Yes,,808,560,397,27,36.017,-78.9496,10
housing/rent/apartment,1.0,1,Thumbnail,,800,560,485,9,26.5761,-81.8644,3
housing/rent/apartment,1.0,1,Thumbnail,,695,560,1432,14,40.1171,-88.1889,0
housing/rent/apartment,1.0,1,Thumbnail,,662,560,496,15,40.2669,-86.5305,10
housing/rent/apartment,1.0,1,Thumbnail,,650,560,152,35,41.3712,-83.6212,0
housing/rent/apartment,1.0,1,Thumbnail,,650,560,721,15,40.3613,-86.9005,4
housing/rent/apartment,1.0,1,Thumbnail,,644,560,1310,12,42.5018,-96.3886,0
housing/rent/apartment,1.0,2,Thumbnail,,625,560,436,35,41.3675,-82.1146,0
housing/rent/apartment,1.0,1,Thumbnail,,615,560,721,15,40.426,-86.8894,3
housing/rent/apartment,1.0,1,Thumbnail,,450,560,1499,28,46.8861,-96.9,2
housing/rent/apartment,1.0,3,Thumbnail,,1889,561,52,45,38.8738,-77.1055,5
housing/rent/apartment,1.0,1,Yes,,1610,561,733,4,33.8505,-118.1466,0
housing/rent/apartment,1.0,1,Thumbnail,,1300,561,1243,43,29.4624,-98.5253,5
housing/rent/apartment,1.0,1,Thumbnail,,1183,561,903,48,43.0531,-87.9659,2
housing/rent/apartment,1.0,1,Thumbnail,,999,561,1386,9,28.0076,-82.4792,5
housing/rent/apartment,1.0,1,Thumbnail,,990,561,891,43,32.0057,-102.1036,7
housing/rent/apartment,1.0,1,Thumbnail,,974,561,351,43,32.8212,-96.7853,9
housing/rent/apartment,1.0,1,Thumbnail,,959,561,351,43,32.8212,-96.7853,10
housing/rent/apartment,1.0,2,Thumbnail,,898,561,262,42,35.0462,-85.2352,7
housing/rent/apartment,1.0,1,Thumbnail,,715,561,634,43,29.7714,-95.4343,8
housing/rent/apartment,1.0,3,Thumbnail,,1670,562,1061,20,38.8077,-76.9886,6
housing/rent/apartment,1.0,1,Thumbnail,,1523,562,69,43,30.3054,-97.7497,5
housing/rent/apartment,1.0,2,Thumbnail,,1285,562,1480,48,43.0735,-88.0172,10
housing/rent/apartment,1.0,1,Thumbnail,,1170,562,1241,44,40.7061,-111.9048,0
housing/rent/apartment,1.0,1,Thumbnail,,1115,562,1444,47,45.6558,-122.5888,7
housing/rent/apartment,1.0,1,Thumbnail,,1089,562,69,43,30.3054,-97.7497,2
housing/rent/apartment,1.0,1,Thumbnail,,904,562,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,901,562,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,1,Thumbnail,,880,562,681,24,39.0744,-94.5521,3
housing/rent/apartment,1.0,1,Thumbnail,,695,562,1041,29,41.2562,-96.0404,0
housing/rent/apartment,1.0,1,Thumbnail,,685,562,13,32,35.1038,-106.611,0
housing/rent/apartment,1.0,2,Thumbnail,,1409,563,905,23,44.9855,-93.3023,11
housing/rent/apartment,1.0,1,Thumbnail,,820,563,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,2,Thumbnail,,777,563,1156,27,35.823,-78.6438,10
housing/rent/apartment,1.0,1,Thumbnail,,745,563,634,43,29.7714,-95.4343,2
housing/rent/apartment,1.0,1,Thumbnail,,615,563,744,16,38.9571,-95.2657,0
housing/rent/apartment,1.0,2,Thumbnail,,1475,564,69,43,30.3054,-97.7497,1
housing/rent/apartment,1.0,1,Thumbnail,,1305,564,810,48,43.0724,-89.4003,9
housing/rent/apartment,1.0,1,Thumbnail,,1150,564,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,3,Thumbnail,,975,564,372,12,41.5927,-93.6276,0
housing/rent/apartment,1.0,3,Thumbnail,,530,564,1038,36,35.471,-97.5299,3
housing/rent/apartment,1.0,1,Thumbnail,,2075,565,1468,7,38.9118,-77.0132,9
housing/rent/apartment,1.0,1,Thumbnail,,1840,565,69,43,39.8163,-98.5576,0
housing/rent/apartment,1.0,2,Thumbnail,,1310,565,1432,14,40.1171,-88.1889,4
housing/rent/apartment,1.0,1,Thumbnail,,1100,565,996,45,36.8691,-76.2924,1
housing/rent/apartment,1.0,2,Thumbnail,,1064,565,1234,24,38.6274,-90.304,6
housing/rent/apartment,1.0,1,Thumbnail,,980,565,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,865,565,69,43,30.3054,-97.7497,1
housing/rent/apartment,1.0,1,Thumbnail,,849,565,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,765,565,351,43,32.8212,-96.7853,5
housing/rent/apartment,1.0,3,Thumbnail,,670,565,546,28,47.9179,-97.0658,0
housing/rent/apartment,1.0,2,Thumbnail,,655,565,1432,14,40.1171,-88.1889,4
housing/rent/apartment,1.0,1,Thumbnail,,600,565,445,35,41.6077,-81.5066,4
housing/rent/apartment,1.0,2,Thumbnail,,2097,566,69,43,30.3054,-97.7497,0
housing/rent/apartment,1.0,2,Thumbnail,,1595,566,1468,7,38.9118,-77.0132,9
housing/rent/apartment,1.0,1,Thumbnail,,1245,566,905,23,44.9855,-93.3023,0
housing/rent/apartment,1.0,1,Thumbnail,,1025,566,891,43,32.0057,-102.1036,9
housing/rent/apartment,1.0,1,Thumbnail,,850,566,1041,29,41.2562,-96.0404,0
housing/rent/apartment,1.0,1,Thumbnail,,755,566,634,43,29.7714,-95.4343,1
housing/rent/apartment,1.0,1,Thumbnail,,685,566,1418,3,32.2182,-110.8408,5
housing/rent/apartment,1.0,2,Thumbnail,,1000,567,69,43,39.8163,-98.5576,8
housing/rent/apartment,1.0,1,Thumbnail,,704,567,903,48,43.0531,-87.9659,7
housing/rent/apartment,1.0,2,Thumbnail,,1953,568,52,45,38.8738,-77.1055,1
housing/rent/apartment,1.0,1,Thumbnail,,1635,568,798,19,42.6398,-71.3184,10
housing/rent/apartment,1.0,1,Thumbnail,,1400,568,1135,37,45.5091,-122.6449,0
housing/rent/apartment,1.0,1,Thumbnail,,800,568,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,750,568,1340,47,47.6485,-117.2657,1
housing/rent/apartment,1.0,2,Thumbnail,,1512,569,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,1415,569,351,43,32.8212,-96.7853,0
housing/rent/apartment,1.0,1,Thumbnail,,1225,569,1444,47,45.6558,-122.5888,5
housing/rent/apartment,1.0,1,Thumbnail,,1165,569,1444,47,45.6558,-122.5888,8
housing/rent/apartment,1.0,1,Thumbnail,,1100,569,1277,37,45.7585,-122.9342,0
housing/rent/apartment,1.0,2,Thumbnail,,932,569,1243,43,29.4624,-98.5253,0
housing/rent/apartment,1.0,1,Thumbnail,,717,569,903,48,43.0531,-87.9659,5
housing/rent/apartment,1.0,1,Thumbnail,,610,569,357,12,41.5486,-90.5922,6
housing/rent/apartment,1.0,2,Thumbnail,,2695,570,146,19,42.328,-71.071,7
housing/rent/apartment,1.0,3,Thumbnail,,2230,570,69,43,39.8163,-98.5576,0
housing/rent/apartment,1.0,3,Thumbnail,,2099,570,1099,38,40.0054,-75.1415,8
housing/rent/apartment,1.0,3,Thumbnail,,1996,570,1045,4,33.8,-117.8367,8
housing/rent/apartment,1.0,1,Thumbnail,,1475,570,482,9,26.1343,-80.233,0
housing/rent/apartment,1.0,1,Thumbnail,,1249,570,1386,9,28.0076,-82.4792,7
housing/rent/apartment,1.0,3,Thumbnail,,1249,570,1386,9,28.0076,-82.4792,4
housing/rent/apartment,1.0,1,Thumbnail,,1110,570,69,43,30.3054,-97.7497,1
housing/rent/apartment,1.0,1,Thumbnail,,1020,570,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,999,570,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,905,570,707,43,30.0066,-97.8071,1
housing/rent/apartment,1.0,1,Thumbnail,,877,570,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,809,570,39,22,42.2711,-83.745,3
housing/rent/apartment,1.0,1,Thumbnail,,750,570,250,14,40.1145,-88.2723,6
housing/rent/apartment,1.0,1,Thumbnail,,710,570,1234,24,38.6274,-90.304,6
housing/rent/apartment,1.0,1,Thumbnail,,705,570,1311,41,43.5329,-96.7265,4
housing/rent/apartment,1.0,1,Yes,,702,570,447,43,32.8255,-97.1039,2
housing/rent/apartment,1.0,1,Thumbnail,,670,570,306,35,39.9974,-82.9829,0
housing/rent/apartment,1.0,1,Thumbnail,,649,570,634,43,29.7714,-95.4343,5
housing/rent/apartment,1.0,1,Thumbnail,,626,570,319,42,35.1354,-89.7585,12
housing/rent/apartment,1.0,1,Thumbnail,,510,570,1346,24,37.1892,-93.2908,3
housing/rent/apartment,1.0,1,Thumbnail,,450,570,1406,35,41.6675,-83.5837,0
housing/rent/apartment,1.0,1,Thumbnail,,1903,571,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,1065,571,351,43,32.8212,-96.7853,2
housing/rent/apartment,1.0,1,Yes,,1060,571,1032,31,39.9071,-75.0838,9
housing/rent/apartment,1.0,1,Thumbnail,,899,571,967,43,29.7398,-98.1021,0
housing/rent/apartment,1.0,1,Thumbnail,,821,571,1243,43,29.4624,-98.5253,1
housing/rent/apartment,1.0,1,Thumbnail,,776,571,321,4,33.8618,-117.5596,5
housing/rent/apartment,1.0,2,Thumbnail,,1400,572,905,23,44.9855,-93.3023,8
housing/rent/apartment,1.0,2,Thumbnail,,1385,572,1224,4,38.5587,-121.432,1
housing/rent/apartment,1.0,1,Thumbnail,,1328,572,69,43,30.3054,-97.7497,1
housing/rent/apartment,1.0,1,Thumbnail,,980,572,634,43,29.7714,-95.4343,8
housing/rent/apartment,1.0,1,Thumbnail,,670,572,645,24,39.0805,-94.3997,5
housing/rent/apartment,1.0,1,Thumbnail,,395,572,1170,12,41.0102,-95.2202,0
housing/rent/apartment,1.0,3,Yes,,2320,573,103,47,47.6156,-122.2109,7
housing/rent/apartment,1.0,2,Yes,,2120,573,699,47,47.6869,-122.1896,7
housing/rent/apartment,1.0,1,Thumbnail,,974,573,1155,31,40.6077,-74.2824,8
housing/rent/apartment,1.0,2,Thumbnail,,840,573,1432,14,40.1171,-88.1889,2
housing/rent/apartment,1.0,1,Thumbnail,,795,573,1102,41,44.4469,-100.1875,0
housing/rent/apartment,1.0,1,Thumbnail,,546,573,634,43,29.7714,-95.4343,4
housing/rent/apartment,1.0,2,Thumbnail,,1300,574,69,43,39.8163,-98.5576,8
housing/rent/apartment,1.0,2,Thumbnail,,1220,574,250,14,40.1145,-88.2723,3
housing/rent/apartment,1.0,1,Thumbnail,,825,574,69,43,30.3054,-97.7497,1
housing/rent/apartment,1.0,1,Thumbnail,,803,574,1243,43,29.4624,-98.5253,0
housing/rent/apartment,1.0,2,Thumbnail,,2695,575,1247,4,37.7599,-122.4379,3
housing/rent/apartment,1.0,1,Thumbnail,,1725,575,793,4,34.0827,-118.2462,0
housing/rent/apartment,1.0,1,Thumbnail,,1650,575,1084,4,34.152,-118.0876,2
housing/rent/apartment,1.0,2,Thumbnail,,1534,575,272,14,41.8625,-87.6825,9
housing/rent/apartment,1.0,1,Thumbnail,,1022,575,272,14,41.8625,-87.6825,6
housing/rent/apartment,1.0,1,Thumbnail,,965,575,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,925,575,905,23,44.9855,-93.3023,5
housing/rent/apartment,1.0,1,Thumbnail,,920,575,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,899,575,1503,15,40.4969,-86.9659,3
housing/rent/apartment,1.0,1,Thumbnail,,899,575,279,35,39.1679,-84.4933,3
housing/rent/apartment,1.0,1,Thumbnail,,875,575,351,43,32.9012,-96.7916,1
housing/rent/apartment,1.0,3,Thumbnail,,775,575,227,27,35.9126,-79.0796,11
housing/rent/apartment,1.0,1,Yes,,750,575,1546,46,43.475,-72.4274,1
housing/rent/apartment,1.0,1,Thumbnail,,739,575,279,35,39.1679,-84.4933,0
housing/rent/apartment,1.0,1,Thumbnail,,684,575,291,35,41.473,-81.5781,2
housing/rent/apartment,1.0,1,Thumbnail,,635,575,1346,24,37.1892,-93.2908,1
housing/rent/apartment,1.0,1,Thumbnail,,620,575,1303,18,32.4764,-93.8774,3
housing/rent/apartment,1.0,1,Thumbnail,,505,575,681,24,39.0744,-94.5521,6
housing/rent/apartment,1.0,1,Thumbnail,,2495,576,793,4,34.0372,-118.2972,0
housing/rent/apartment,1.0,1,Thumbnail,,1265,576,536,5,39.7349,-105.2492,0
housing/rent/apartment,1.0,1,Thumbnail,,1106,576,1361,6,41.8019,-72.2494,0
housing/rent/apartment,1.0,1,Thumbnail,,1040,576,747,43,30.5104,-97.9027,6
housing/rent/apartment,1.0,1,Thumbnail,,975,576,905,23,44.9855,-93.3023,4
housing/rent/apartment,1.0,1,Thumbnail,,850,576,69,43,30.3054,-97.7497,3
housing/rent/apartment,1.0,1,Thumbnail,,825,576,1517,22,42.3214,-83.3897,0
housing/rent/apartment,1.0,1,Thumbnail,,819,576,1570,22,42.2368,-83.6103,5
housing/rent/apartment,1.0,1,Thumbnail,,798,576,704,42,35.9695,-83.981,8
housing/rent/apartment,1.0,1,Thumbnail,,750,576,934,47,47.1284,-119.2946,0
housing/rent/apartment,1.0,1,Thumbnail,,730,576,988,45,37.1451,-76.5397,5
housing/rent/apartment,1.0,2,Thumbnail,,725,576,532,34,43.3241,-73.6522,0
housing/rent/apartment,1.0,1,Thumbnail,,640,576,30,12,42.0259,-93.6516,0
housing/rent/apartment,1.0,1,Thumbnail,,630,576,331,47,47.9717,-118.9707,0
housing/rent/apartment,1.0,2,Thumbnail,,2110,577,1468,7,38.9118,-77.0132,0
housing/rent/apartment,1.0,1,Thumbnail,,1175,577,1444,47,45.6558,-122.5888,12
housing/rent/apartment,1.0,1,Thumbnail,,1120,577,1444,47,45.6558,-122.5888,11
housing/rent/apartment,1.0,1,Thumbnail,,749,577,634,43,29.7714,-95.4343,2
housing/rent/apartment,1.0,1,Thumbnail,,660,577,634,43,29.7714,-95.4343,8
housing/rent/apartment,1.0,1,Thumbnail,,1250,578,250,14,40.1145,-88.2723,6
housing/rent/apartment,1.0,1,Thumbnail,,825,578,1041,29,41.2562,-96.0404,0
housing/rent/apartment,1.0,1,Thumbnail,,745,578,463,22,42.815,-83.7152,0
housing/rent/apartment,1.0,1,Thumbnail,,625,578,1243,43,29.4624,-98.5253,4
housing/rent/apartment,1.0,2,Thumbnail,,1785,579,1285,47,47.616,-122.3275,0
housing/rent/apartment,1.0,1,Thumbnail,,1670,579,69,43,30.3054,-97.7497,4
housing/rent/apartment,1.0,1,Thumbnail,,1325,579,1382,47,47.2154,-122.4608,0
housing/rent/apartment,1.0,1,Thumbnail,,1220,579,69,43,30.3054,-97.7497,3
